id,date.entered,week,rating
1,2000-09-02,wk1,91.0
1,2000-09-02,wk2,87.0
1,2000-09-02,wk3,92.0
1,2000-09-02,wk4,
1,2000-09-02,wk5,
1,2000-09-02,wk6,
1,2000-09-02,wk7,
1,2000-09-02,wk8,
1,2000-09-02,wk9,
1,2000-09-02,wk10,
1,2000-09-02,wk11,
1,2000-09-02,wk12,
1,2000-09-02,wk13,
1,2000-09-02,wk14,
1,2000-09-02,wk15,
1,2000-09-02,wk16,
1,2000-09-02,wk17,
1,2000-09-02,wk18,
1,2000-09-02,wk19,
1,2000-09-02,wk20,
1,2000-09-02,wk21,
1,2000-09-02,wk22,
1,2000-09-02,wk23,
1,2000-09-02,wk24,
1,2000-09-02,wk25,
1,2000-09-02,wk26,
1,2000-09-02,wk27,
1,2000-09-02,wk28,
1,2000-09-02,wk29,
1,2000-09-02,wk30,
1,2000-09-02,wk31,
1,2000-09-02,wk32,
1,2000-09-02,wk33,
1,2000-09-02,wk34,
1,2000-09-02,wk35,
1,2000-09-02,wk36,
1,2000-09-02,wk37,
1,2000-09-02,wk38,
1,2000-09-02,wk39,
1,2000-09-02,wk40,
1,2000-09-02,wk41,
1,2000-09-02,wk42,
1,2000-09-02,wk43,
1,2000-09-02,wk44,
1,2000-09-02,wk45,
1,2000-09-02,wk46,
1,2000-09-02,wk47,
1,2000-09-02,wk48,
1,2000-09-02,wk49,
1,2000-09-02,wk50,
1,2000-09-02,wk51,
1,2000-09-02,wk52,
1,2000-09-02,wk53,
1,2000-09-02,wk54,
1,2000-09-02,wk55,
1,2000-09-02,wk56,
1,2000-09-02,wk57,
1,2000-09-02,wk58,
1,2000-09-02,wk59,
1,2000-09-02,wk60,
1,2000-09-02,wk61,
1,2000-09-02,wk62,
1,2000-09-02,wk63,
1,2000-09-02,wk64,
1,2000-09-02,wk65,
1,2000-09-02,wk66,
1,2000-09-02,wk67,
1,2000-09-02,wk68,
1,2000-09-02,wk69,
1,2000-09-02,wk70,
1,2000-09-02,wk71,
1,2000-09-02,wk72,
1,2000-09-02,wk73,
1,2000-09-02,wk74,
1,2000-09-02,wk75,
1,2000-09-02,wk76,
2,2000-04-08,wk1,81.0
2,2000-04-08,wk2,70.0
2,2000-04-08,wk3,68.0
2,2000-04-08,wk4,67.0
2,2000-04-08,wk5,66.0
2,2000-04-08,wk6,57.0
2,2000-04-08,wk7,54.0
2,2000-04-08,wk8,53.0
2,2000-04-08,wk9,51.0
2,2000-04-08,wk10,51.0
2,2000-04-08,wk11,51.0
2,2000-04-08,wk12,51.0
2,2000-04-08,wk13,47.0
2,2000-04-08,wk14,44.0
2,2000-04-08,wk15,38.0
2,2000-04-08,wk16,28.0
2,2000-04-08,wk17,22.0
2,2000-04-08,wk18,18.0
2,2000-04-08,wk19,18.0
2,2000-04-08,wk20,14.0
2,2000-04-08,wk21,12.0
2,2000-04-08,wk22,7.0
2,2000-04-08,wk23,6.0
2,2000-04-08,wk24,6.0
2,2000-04-08,wk25,6.0
2,2000-04-08,wk26,5.0
2,2000-04-08,wk27,5.0
2,2000-04-08,wk28,4.0
2,2000-04-08,wk29,4.0
2,2000-04-08,wk30,4.0
2,2000-04-08,wk31,4.0
2,2000-04-08,wk32,3.0
2,2000-04-08,wk33,3.0
2,2000-04-08,wk34,3.0
2,2000-04-08,wk35,4.0
2,2000-04-08,wk36,5.0
2,2000-04-08,wk37,5.0
2,2000-04-08,wk38,9.0
2,2000-04-08,wk39,9.0
2,2000-04-08,wk40,15.0
2,2000-04-08,wk41,14.0
2,2000-04-08,wk42,13.0
2,2000-04-08,wk43,14.0
2,2000-04-08,wk44,16.0
2,2000-04-08,wk45,17.0
2,2000-04-08,wk46,21.0
2,2000-04-08,wk47,22.0
2,2000-04-08,wk48,24.0
2,2000-04-08,wk49,28.0
2,2000-04-08,wk50,33.0
2,2000-04-08,wk51,42.0
2,2000-04-08,wk52,42.0
2,2000-04-08,wk53,49.0
2,2000-04-08,wk54,
2,2000-04-08,wk55,
2,2000-04-08,wk56,
2,2000-04-08,wk57,
2,2000-04-08,wk58,
2,2000-04-08,wk59,
2,2000-04-08,wk60,
2,2000-04-08,wk61,
2,2000-04-08,wk62,
2,2000-04-08,wk63,
2,2000-04-08,wk64,
2,2000-04-08,wk65,
2,2000-04-08,wk66,
2,2000-04-08,wk67,
2,2000-04-08,wk68,
2,2000-04-08,wk69,
2,2000-04-08,wk70,
2,2000-04-08,wk71,
2,2000-04-08,wk72,
2,2000-04-08,wk73,
2,2000-04-08,wk74,
2,2000-04-08,wk75,
2,2000-04-08,wk76,
3,2000-10-21,wk1,76.0
3,2000-10-21,wk2,76.0
3,2000-10-21,wk3,72.0
3,2000-10-21,wk4,69.0
3,2000-10-21,wk5,67.0
3,2000-10-21,wk6,65.0
3,2000-10-21,wk7,55.0
3,2000-10-21,wk8,59.0
3,2000-10-21,wk9,62.0
3,2000-10-21,wk10,61.0
3,2000-10-21,wk11,61.0
3,2000-10-21,wk12,59.0
3,2000-10-21,wk13,61.0
3,2000-10-21,wk14,66.0
3,2000-10-21,wk15,72.0
3,2000-10-21,wk16,76.0
3,2000-10-21,wk17,75.0
3,2000-10-21,wk18,67.0
3,2000-10-21,wk19,73.0
3,2000-10-21,wk20,70.0
3,2000-10-21,wk21,
3,2000-10-21,wk22,
3,2000-10-21,wk23,
3,2000-10-21,wk24,
3,2000-10-21,wk25,
3,2000-10-21,wk26,
3,2000-10-21,wk27,
3,2000-10-21,wk28,
3,2000-10-21,wk29,
3,2000-10-21,wk30,
3,2000-10-21,wk31,
3,2000-10-21,wk32,
3,2000-10-21,wk33,
3,2000-10-21,wk34,
3,2000-10-21,wk35,
3,2000-10-21,wk36,
3,2000-10-21,wk37,
3,2000-10-21,wk38,
3,2000-10-21,wk39,
3,2000-10-21,wk40,
3,2000-10-21,wk41,
3,2000-10-21,wk42,
3,2000-10-21,wk43,
3,2000-10-21,wk44,
3,2000-10-21,wk45,
3,2000-10-21,wk46,
3,2000-10-21,wk47,
3,2000-10-21,wk48,
3,2000-10-21,wk49,
3,2000-10-21,wk50,
3,2000-10-21,wk51,
3,2000-10-21,wk52,
3,2000-10-21,wk53,
3,2000-10-21,wk54,
3,2000-10-21,wk55,
3,2000-10-21,wk56,
3,2000-10-21,wk57,
3,2000-10-21,wk58,
3,2000-10-21,wk59,
3,2000-10-21,wk60,
3,2000-10-21,wk61,
3,2000-10-21,wk62,
3,2000-10-21,wk63,
3,2000-10-21,wk64,
3,2000-10-21,wk65,
3,2000-10-21,wk66,
3,2000-10-21,wk67,
3,2000-10-21,wk68,
3,2000-10-21,wk69,
3,2000-10-21,wk70,
3,2000-10-21,wk71,
3,2000-10-21,wk72,
3,2000-10-21,wk73,
3,2000-10-21,wk74,
3,2000-10-21,wk75,
3,2000-10-21,wk76,
4,2000-04-15,wk1,57.0
4,2000-04-15,wk2,34.0
4,2000-04-15,wk3,25.0
4,2000-04-15,wk4,17.0
4,2000-04-15,wk5,17.0
4,2000-04-15,wk6,31.0
4,2000-04-15,wk7,36.0
4,2000-04-15,wk8,49.0
4,2000-04-15,wk9,53.0
4,2000-04-15,wk10,57.0
4,2000-04-15,wk11,64.0
4,2000-04-15,wk12,70.0
4,2000-04-15,wk13,75.0
4,2000-04-15,wk14,76.0
4,2000-04-15,wk15,78.0
4,2000-04-15,wk16,85.0
4,2000-04-15,wk17,92.0
4,2000-04-15,wk18,96.0
4,2000-04-15,wk19,
4,2000-04-15,wk20,
4,2000-04-15,wk21,
4,2000-04-15,wk22,
4,2000-04-15,wk23,
4,2000-04-15,wk24,
4,2000-04-15,wk25,
4,2000-04-15,wk26,
4,2000-04-15,wk27,
4,2000-04-15,wk28,
4,2000-04-15,wk29,
4,2000-04-15,wk30,
4,2000-04-15,wk31,
4,2000-04-15,wk32,
4,2000-04-15,wk33,
4,2000-04-15,wk34,
4,2000-04-15,wk35,
4,2000-04-15,wk36,
4,2000-04-15,wk37,
4,2000-04-15,wk38,
4,2000-04-15,wk39,
4,2000-04-15,wk40,
4,2000-04-15,wk41,
4,2000-04-15,wk42,
4,2000-04-15,wk43,
4,2000-04-15,wk44,
4,2000-04-15,wk45,
4,2000-04-15,wk46,
4,2000-04-15,wk47,
4,2000-04-15,wk48,
4,2000-04-15,wk49,
4,2000-04-15,wk50,
4,2000-04-15,wk51,
4,2000-04-15,wk52,
4,2000-04-15,wk53,
4,2000-04-15,wk54,
4,2000-04-15,wk55,
4,2000-04-15,wk56,
4,2000-04-15,wk57,
4,2000-04-15,wk58,
4,2000-04-15,wk59,
4,2000-04-15,wk60,
4,2000-04-15,wk61,
4,2000-04-15,wk62,
4,2000-04-15,wk63,
4,2000-04-15,wk64,
4,2000-04-15,wk65,
4,2000-04-15,wk66,
4,2000-04-15,wk67,
4,2000-04-15,wk68,
4,2000-04-15,wk69,
4,2000-04-15,wk70,
4,2000-04-15,wk71,
4,2000-04-15,wk72,
4,2000-04-15,wk73,
4,2000-04-15,wk74,
4,2000-04-15,wk75,
4,2000-04-15,wk76,
5,2000-08-19,wk1,51.0
5,2000-08-19,wk2,39.0
5,2000-08-19,wk3,34.0
5,2000-08-19,wk4,26.0
5,2000-08-19,wk5,26.0
5,2000-08-19,wk6,19.0
5,2000-08-19,wk7,2.0
5,2000-08-19,wk8,2.0
5,2000-08-19,wk9,3.0
5,2000-08-19,wk10,6.0
5,2000-08-19,wk11,7.0
5,2000-08-19,wk12,22.0
5,2000-08-19,wk13,29.0
5,2000-08-19,wk14,36.0
5,2000-08-19,wk15,47.0
5,2000-08-19,wk16,67.0
5,2000-08-19,wk17,66.0
5,2000-08-19,wk18,84.0
5,2000-08-19,wk19,93.0
5,2000-08-19,wk20,94.0
5,2000-08-19,wk21,
5,2000-08-19,wk22,
5,2000-08-19,wk23,
5,2000-08-19,wk24,
5,2000-08-19,wk25,
5,2000-08-19,wk26,
5,2000-08-19,wk27,
5,2000-08-19,wk28,
5,2000-08-19,wk29,
5,2000-08-19,wk30,
5,2000-08-19,wk31,
5,2000-08-19,wk32,
5,2000-08-19,wk33,
5,2000-08-19,wk34,
5,2000-08-19,wk35,
5,2000-08-19,wk36,
5,2000-08-19,wk37,
5,2000-08-19,wk38,
5,2000-08-19,wk39,
5,2000-08-19,wk40,
5,2000-08-19,wk41,
5,2000-08-19,wk42,
5,2000-08-19,wk43,
5,2000-08-19,wk44,
5,2000-08-19,wk45,
5,2000-08-19,wk46,
5,2000-08-19,wk47,
5,2000-08-19,wk48,
5,2000-08-19,wk49,
5,2000-08-19,wk50,
5,2000-08-19,wk51,
5,2000-08-19,wk52,
5,2000-08-19,wk53,
5,2000-08-19,wk54,
5,2000-08-19,wk55,
5,2000-08-19,wk56,
5,2000-08-19,wk57,
5,2000-08-19,wk58,
5,2000-08-19,wk59,
5,2000-08-19,wk60,
5,2000-08-19,wk61,
5,2000-08-19,wk62,
5,2000-08-19,wk63,
5,2000-08-19,wk64,
5,2000-08-19,wk65,
5,2000-08-19,wk66,
5,2000-08-19,wk67,
5,2000-08-19,wk68,
5,2000-08-19,wk69,
5,2000-08-19,wk70,
5,2000-08-19,wk71,
5,2000-08-19,wk72,
5,2000-08-19,wk73,
5,2000-08-19,wk74,
5,2000-08-19,wk75,
5,2000-08-19,wk76,
6,2000-07-08,wk1,97.0
6,2000-07-08,wk2,97.0
6,2000-07-08,wk3,96.0
6,2000-07-08,wk4,95.0
6,2000-07-08,wk5,100.0
6,2000-07-08,wk6,
6,2000-07-08,wk7,
6,2000-07-08,wk8,
6,2000-07-08,wk9,
6,2000-07-08,wk10,
6,2000-07-08,wk11,
6,2000-07-08,wk12,
6,2000-07-08,wk13,
6,2000-07-08,wk14,
6,2000-07-08,wk15,
6,2000-07-08,wk16,
6,2000-07-08,wk17,
6,2000-07-08,wk18,
6,2000-07-08,wk19,
6,2000-07-08,wk20,
6,2000-07-08,wk21,
6,2000-07-08,wk22,
6,2000-07-08,wk23,
6,2000-07-08,wk24,
6,2000-07-08,wk25,
6,2000-07-08,wk26,
6,2000-07-08,wk27,
6,2000-07-08,wk28,
6,2000-07-08,wk29,
6,2000-07-08,wk30,
6,2000-07-08,wk31,
6,2000-07-08,wk32,
6,2000-07-08,wk33,
6,2000-07-08,wk34,
6,2000-07-08,wk35,
6,2000-07-08,wk36,
6,2000-07-08,wk37,
6,2000-07-08,wk38,
6,2000-07-08,wk39,
6,2000-07-08,wk40,
6,2000-07-08,wk41,
6,2000-07-08,wk42,
6,2000-07-08,wk43,
6,2000-07-08,wk44,
6,2000-07-08,wk45,
6,2000-07-08,wk46,
6,2000-07-08,wk47,
6,2000-07-08,wk48,
6,2000-07-08,wk49,
6,2000-07-08,wk50,
6,2000-07-08,wk51,
6,2000-07-08,wk52,
6,2000-07-08,wk53,
6,2000-07-08,wk54,
6,2000-07-08,wk55,
6,2000-07-08,wk56,
6,2000-07-08,wk57,
6,2000-07-08,wk58,
6,2000-07-08,wk59,
6,2000-07-08,wk60,
6,2000-07-08,wk61,
6,2000-07-08,wk62,
6,2000-07-08,wk63,
6,2000-07-08,wk64,
6,2000-07-08,wk65,
6,2000-07-08,wk66,
6,2000-07-08,wk67,
6,2000-07-08,wk68,
6,2000-07-08,wk69,
6,2000-07-08,wk70,
6,2000-07-08,wk71,
6,2000-07-08,wk72,
6,2000-07-08,wk73,
6,2000-07-08,wk74,
6,2000-07-08,wk75,
6,2000-07-08,wk76,
7,2000-01-29,wk1,84.0
7,2000-01-29,wk2,62.0
7,2000-01-29,wk3,51.0
7,2000-01-29,wk4,41.0
7,2000-01-29,wk5,38.0
7,2000-01-29,wk6,35.0
7,2000-01-29,wk7,35.0
7,2000-01-29,wk8,38.0
7,2000-01-29,wk9,38.0
7,2000-01-29,wk10,36.0
7,2000-01-29,wk11,37.0
7,2000-01-29,wk12,37.0
7,2000-01-29,wk13,38.0
7,2000-01-29,wk14,49.0
7,2000-01-29,wk15,61.0
7,2000-01-29,wk16,63.0
7,2000-01-29,wk17,62.0
7,2000-01-29,wk18,67.0
7,2000-01-29,wk19,83.0
7,2000-01-29,wk20,86.0
7,2000-01-29,wk21,
7,2000-01-29,wk22,
7,2000-01-29,wk23,
7,2000-01-29,wk24,
7,2000-01-29,wk25,
7,2000-01-29,wk26,
7,2000-01-29,wk27,
7,2000-01-29,wk28,
7,2000-01-29,wk29,
7,2000-01-29,wk30,
7,2000-01-29,wk31,
7,2000-01-29,wk32,
7,2000-01-29,wk33,
7,2000-01-29,wk34,
7,2000-01-29,wk35,
7,2000-01-29,wk36,
7,2000-01-29,wk37,
7,2000-01-29,wk38,
7,2000-01-29,wk39,
7,2000-01-29,wk40,
7,2000-01-29,wk41,
7,2000-01-29,wk42,
7,2000-01-29,wk43,
7,2000-01-29,wk44,
7,2000-01-29,wk45,
7,2000-01-29,wk46,
7,2000-01-29,wk47,
7,2000-01-29,wk48,
7,2000-01-29,wk49,
7,2000-01-29,wk50,
7,2000-01-29,wk51,
7,2000-01-29,wk52,
7,2000-01-29,wk53,
7,2000-01-29,wk54,
7,2000-01-29,wk55,
7,2000-01-29,wk56,
7,2000-01-29,wk57,
7,2000-01-29,wk58,
7,2000-01-29,wk59,
7,2000-01-29,wk60,
7,2000-01-29,wk61,
7,2000-01-29,wk62,
7,2000-01-29,wk63,
7,2000-01-29,wk64,
7,2000-01-29,wk65,
7,2000-01-29,wk66,
7,2000-01-29,wk67,
7,2000-01-29,wk68,
7,2000-01-29,wk69,
7,2000-01-29,wk70,
7,2000-01-29,wk71,
7,2000-01-29,wk72,
7,2000-01-29,wk73,
7,2000-01-29,wk74,
7,2000-01-29,wk75,
7,2000-01-29,wk76,
8,2000-03-18,wk1,59.0
8,2000-03-18,wk2,53.0
8,2000-03-18,wk3,38.0
8,2000-03-18,wk4,28.0
8,2000-03-18,wk5,21.0
8,2000-03-18,wk6,18.0
8,2000-03-18,wk7,16.0
8,2000-03-18,wk8,14.0
8,2000-03-18,wk9,12.0
8,2000-03-18,wk10,10.0
8,2000-03-18,wk11,9.0
8,2000-03-18,wk12,8.0
8,2000-03-18,wk13,6.0
8,2000-03-18,wk14,1.0
8,2000-03-18,wk15,2.0
8,2000-03-18,wk16,2.0
8,2000-03-18,wk17,2.0
8,2000-03-18,wk18,2.0
8,2000-03-18,wk19,3.0
8,2000-03-18,wk20,4.0
8,2000-03-18,wk21,5.0
8,2000-03-18,wk22,5.0
8,2000-03-18,wk23,6.0
8,2000-03-18,wk24,9.0
8,2000-03-18,wk25,13.0
8,2000-03-18,wk26,14.0
8,2000-03-18,wk27,16.0
8,2000-03-18,wk28,23.0
8,2000-03-18,wk29,22.0
8,2000-03-18,wk30,33.0
8,2000-03-18,wk31,36.0
8,2000-03-18,wk32,43.0
8,2000-03-18,wk33,
8,2000-03-18,wk34,
8,2000-03-18,wk35,
8,2000-03-18,wk36,
8,2000-03-18,wk37,
8,2000-03-18,wk38,
8,2000-03-18,wk39,
8,2000-03-18,wk40,
8,2000-03-18,wk41,
8,2000-03-18,wk42,
8,2000-03-18,wk43,
8,2000-03-18,wk44,
8,2000-03-18,wk45,
8,2000-03-18,wk46,
8,2000-03-18,wk47,
8,2000-03-18,wk48,
8,2000-03-18,wk49,
8,2000-03-18,wk50,
8,2000-03-18,wk51,
8,2000-03-18,wk52,
8,2000-03-18,wk53,
8,2000-03-18,wk54,
8,2000-03-18,wk55,
8,2000-03-18,wk56,
8,2000-03-18,wk57,
8,2000-03-18,wk58,
8,2000-03-18,wk59,
8,2000-03-18,wk60,
8,2000-03-18,wk61,
8,2000-03-18,wk62,
8,2000-03-18,wk63,
8,2000-03-18,wk64,
8,2000-03-18,wk65,
8,2000-03-18,wk66,
8,2000-03-18,wk67,
8,2000-03-18,wk68,
8,2000-03-18,wk69,
8,2000-03-18,wk70,
8,2000-03-18,wk71,
8,2000-03-18,wk72,
8,2000-03-18,wk73,
8,2000-03-18,wk74,
8,2000-03-18,wk75,
8,2000-03-18,wk76,
9,2000-08-26,wk1,76.0
9,2000-08-26,wk2,76.0
9,2000-08-26,wk3,74.0
9,2000-08-26,wk4,69.0
9,2000-08-26,wk5,68.0
9,2000-08-26,wk6,67.0
9,2000-08-26,wk7,61.0
9,2000-08-26,wk8,58.0
9,2000-08-26,wk9,57.0
9,2000-08-26,wk10,59.0
9,2000-08-26,wk11,66.0
9,2000-08-26,wk12,68.0
9,2000-08-26,wk13,61.0
9,2000-08-26,wk14,67.0
9,2000-08-26,wk15,59.0
9,2000-08-26,wk16,63.0
9,2000-08-26,wk17,67.0
9,2000-08-26,wk18,71.0
9,2000-08-26,wk19,79.0
9,2000-08-26,wk20,89.0
9,2000-08-26,wk21,
9,2000-08-26,wk22,
9,2000-08-26,wk23,
9,2000-08-26,wk24,
9,2000-08-26,wk25,
9,2000-08-26,wk26,
9,2000-08-26,wk27,
9,2000-08-26,wk28,
9,2000-08-26,wk29,
9,2000-08-26,wk30,
9,2000-08-26,wk31,
9,2000-08-26,wk32,
9,2000-08-26,wk33,
9,2000-08-26,wk34,
9,2000-08-26,wk35,
9,2000-08-26,wk36,
9,2000-08-26,wk37,
9,2000-08-26,wk38,
9,2000-08-26,wk39,
9,2000-08-26,wk40,
9,2000-08-26,wk41,
9,2000-08-26,wk42,
9,2000-08-26,wk43,
9,2000-08-26,wk44,
9,2000-08-26,wk45,
9,2000-08-26,wk46,
9,2000-08-26,wk47,
9,2000-08-26,wk48,
9,2000-08-26,wk49,
9,2000-08-26,wk50,
9,2000-08-26,wk51,
9,2000-08-26,wk52,
9,2000-08-26,wk53,
9,2000-08-26,wk54,
9,2000-08-26,wk55,
9,2000-08-26,wk56,
9,2000-08-26,wk57,
9,2000-08-26,wk58,
9,2000-08-26,wk59,
9,2000-08-26,wk60,
9,2000-08-26,wk61,
9,2000-08-26,wk62,
9,2000-08-26,wk63,
9,2000-08-26,wk64,
9,2000-08-26,wk65,
9,2000-08-26,wk66,
9,2000-08-26,wk67,
9,2000-08-26,wk68,
9,2000-08-26,wk69,
9,2000-08-26,wk70,
9,2000-08-26,wk71,
9,2000-08-26,wk72,
9,2000-08-26,wk73,
9,2000-08-26,wk74,
9,2000-08-26,wk75,
9,2000-08-26,wk76,
10,2000-04-29,wk1,84.0
10,2000-04-29,wk2,84.0
10,2000-04-29,wk3,75.0
10,2000-04-29,wk4,73.0
10,2000-04-29,wk5,73.0
10,2000-04-29,wk6,69.0
10,2000-04-29,wk7,68.0
10,2000-04-29,wk8,65.0
10,2000-04-29,wk9,73.0
10,2000-04-29,wk10,83.0
10,2000-04-29,wk11,92.0
10,2000-04-29,wk12,
10,2000-04-29,wk13,
10,2000-04-29,wk14,
10,2000-04-29,wk15,
10,2000-04-29,wk16,
10,2000-04-29,wk17,
10,2000-04-29,wk18,
10,2000-04-29,wk19,
10,2000-04-29,wk20,
10,2000-04-29,wk21,
10,2000-04-29,wk22,
10,2000-04-29,wk23,
10,2000-04-29,wk24,
10,2000-04-29,wk25,
10,2000-04-29,wk26,
10,2000-04-29,wk27,
10,2000-04-29,wk28,
10,2000-04-29,wk29,
10,2000-04-29,wk30,
10,2000-04-29,wk31,
10,2000-04-29,wk32,
10,2000-04-29,wk33,
10,2000-04-29,wk34,
10,2000-04-29,wk35,
10,2000-04-29,wk36,
10,2000-04-29,wk37,
10,2000-04-29,wk38,
10,2000-04-29,wk39,
10,2000-04-29,wk40,
10,2000-04-29,wk41,
10,2000-04-29,wk42,
10,2000-04-29,wk43,
10,2000-04-29,wk44,
10,2000-04-29,wk45,
10,2000-04-29,wk46,
10,2000-04-29,wk47,
10,2000-04-29,wk48,
10,2000-04-29,wk49,
10,2000-04-29,wk50,
10,2000-04-29,wk51,
10,2000-04-29,wk52,
10,2000-04-29,wk53,
10,2000-04-29,wk54,
10,2000-04-29,wk55,
10,2000-04-29,wk56,
10,2000-04-29,wk57,
10,2000-04-29,wk58,
10,2000-04-29,wk59,
10,2000-04-29,wk60,
10,2000-04-29,wk61,
10,2000-04-29,wk62,
10,2000-04-29,wk63,
10,2000-04-29,wk64,
10,2000-04-29,wk65,
10,2000-04-29,wk66,
10,2000-04-29,wk67,
10,2000-04-29,wk68,
10,2000-04-29,wk69,
10,2000-04-29,wk70,
10,2000-04-29,wk71,
10,2000-04-29,wk72,
10,2000-04-29,wk73,
10,2000-04-29,wk74,
10,2000-04-29,wk75,
10,2000-04-29,wk76,
11,2000-08-05,wk1,57.0
11,2000-08-05,wk2,47.0
11,2000-08-05,wk3,45.0
11,2000-08-05,wk4,29.0
11,2000-08-05,wk5,23.0
11,2000-08-05,wk6,18.0
11,2000-08-05,wk7,11.0
11,2000-08-05,wk8,9.0
11,2000-08-05,wk9,9.0
11,2000-08-05,wk10,11.0
11,2000-08-05,wk11,1.0
11,2000-08-05,wk12,1.0
11,2000-08-05,wk13,1.0
11,2000-08-05,wk14,1.0
11,2000-08-05,wk15,4.0
11,2000-08-05,wk16,8.0
11,2000-08-05,wk17,12.0
11,2000-08-05,wk18,22.0
11,2000-08-05,wk19,23.0
11,2000-08-05,wk20,43.0
11,2000-08-05,wk21,44.0
11,2000-08-05,wk22,
11,2000-08-05,wk23,
11,2000-08-05,wk24,
11,2000-08-05,wk25,
11,2000-08-05,wk26,
11,2000-08-05,wk27,
11,2000-08-05,wk28,
11,2000-08-05,wk29,
11,2000-08-05,wk30,
11,2000-08-05,wk31,
11,2000-08-05,wk32,
11,2000-08-05,wk33,
11,2000-08-05,wk34,
11,2000-08-05,wk35,
11,2000-08-05,wk36,
11,2000-08-05,wk37,
11,2000-08-05,wk38,
11,2000-08-05,wk39,
11,2000-08-05,wk40,
11,2000-08-05,wk41,
11,2000-08-05,wk42,
11,2000-08-05,wk43,
11,2000-08-05,wk44,
11,2000-08-05,wk45,
11,2000-08-05,wk46,
11,2000-08-05,wk47,
11,2000-08-05,wk48,
11,2000-08-05,wk49,
11,2000-08-05,wk50,
11,2000-08-05,wk51,
11,2000-08-05,wk52,
11,2000-08-05,wk53,
11,2000-08-05,wk54,
11,2000-08-05,wk55,
11,2000-08-05,wk56,
11,2000-08-05,wk57,
11,2000-08-05,wk58,
11,2000-08-05,wk59,
11,2000-08-05,wk60,
11,2000-08-05,wk61,
11,2000-08-05,wk62,
11,2000-08-05,wk63,
11,2000-08-05,wk64,
11,2000-08-05,wk65,
11,2000-08-05,wk66,
11,2000-08-05,wk67,
11,2000-08-05,wk68,
11,2000-08-05,wk69,
11,2000-08-05,wk70,
11,2000-08-05,wk71,
11,2000-08-05,wk72,
11,2000-08-05,wk73,
11,2000-08-05,wk74,
11,2000-08-05,wk75,
11,2000-08-05,wk76,
12,2000-04-15,wk1,50.0
12,2000-04-15,wk2,39.0
12,2000-04-15,wk3,30.0
12,2000-04-15,wk4,28.0
12,2000-04-15,wk5,21.0
12,2000-04-15,wk6,19.0
12,2000-04-15,wk7,20.0
12,2000-04-15,wk8,17.0
12,2000-04-15,wk9,17.0
12,2000-04-15,wk10,17.0
12,2000-04-15,wk11,17.0
12,2000-04-15,wk12,3.0
12,2000-04-15,wk13,3.0
12,2000-04-15,wk14,7.0
12,2000-04-15,wk15,10.0
12,2000-04-15,wk16,17.0
12,2000-04-15,wk17,25.0
12,2000-04-15,wk18,29.0
12,2000-04-15,wk19,29.0
12,2000-04-15,wk20,40.0
12,2000-04-15,wk21,43.0
12,2000-04-15,wk22,50.0
12,2000-04-15,wk23,
12,2000-04-15,wk24,
12,2000-04-15,wk25,
12,2000-04-15,wk26,
12,2000-04-15,wk27,
12,2000-04-15,wk28,
12,2000-04-15,wk29,
12,2000-04-15,wk30,
12,2000-04-15,wk31,
12,2000-04-15,wk32,
